id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference example images,origin,category
807,Soft Apocalypse,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soft Apocalypse aesthetic.",1920s,historical,"nostalgic,bright,edgy,natural","organic forms,plant life,natural textures,earth tones","earth brown,hot pink,sunset orange,electric blue,bright red,black","wistful,sentimental,rebellious,nostalgic,bold",,,,,
808,Soft Colonial Wanderlust,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soft Colonial Wanderlust aesthetic.",1980s,historical,"cute,dark,retro,edgy","shadows,low lighting,dramatic contrasts","charcoal,neon pink,electric blue,dark gray,black,lime green","brooding,intense,rebellious,endearing,charming",,,,,
809,Soft Countriana,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soft Countriana aesthetic.",1950s,interior_design,"vintage,cute,urban","antique objects,retro designs,aged textures,city landscapes,street art,concrete structures,neon signs","sage green,mint green,asphalt black,concrete gray,pink,turquoise","cute,endearing,charming",,,,,
810,Soft Grunge,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soft Grunge aesthetic.",pre-1900s,film,"minimalist,edgy","cinematography,set designs,costume design,lighting,visual effects,clean lines,simple forms,negative space",,"serene,clean,rebellious,minimalist,bold",,,/aesthetic_images/grunge/grunge_1.jpeg;/aesthetic_images/grunge/grunge_2.jpg;/aesthetic_images/grunge/grunge_3.jpg,,
811,Soft Macabre,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soft Macabre aesthetic.",1940s,internet_culture,"modern,vintage","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia",,"Internetcore,Webcore,Cybercore,Glitchcore",,,,
812,Softie,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Softie aesthetic.",1950s,music,"vibrant,nostalgic","album covers,concert visuals,music videos,band imagery,sound equipment","turquoise,mint green,yellow,pink","wistful,sentimental,energetic,nostalgic,vibrant",,,,,
813,Soggy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soggy aesthetic.",1910s,historical,"fantasy,natural","organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue",,,,,,
814,Solarpunk,"A punk-influenced aesthetic that combines solar elements with rebellious, alternative cultural themes and visual styles.",1960s,film,"bright,rural,edgy","cinematography,set designs,costume design,lighting,visual effects","electric blue,hot pink,neon green,bright red","edgy,rebellious,bold","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/punk/punk_1.jpg;/aesthetic_images/punk/punk_2.jpg;/aesthetic_images/punk/punk_3.jpg,,
815,Sots Art,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Sots Art aesthetic.",1960s,internet_culture,"nostalgic,retro,futuristic,grungy,cute","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,sleek designs,metallic surfaces,LED lighting","electric blue,metallic silver,neon purple,white","wistful,sentimental,progressive,endearing,charming","Internetcore,Webcore,Cybercore,Glitchcore",,,,
816,Southern Belle,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Southern Belle aesthetic.",2010s,fashion,"urban,pastel,elegant,modern,vintage","clothing styles,accessories,textiles,patterns,silhouettes,city landscapes,street art,concrete structures","sage green,pastel pink,asphalt black,concrete gray,pastel blue,lavender","sophisticated,refined,elegant",,,,,
817,Southern French Gothic,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Southern French Gothic aesthetic.",1980s,literary,"atmospheric,futuristic,retro,nostalgic,grungy","sleek designs,metallic surfaces,LED lighting,geometric shapes","neon pink,electric blue,neon purple,white,lime green,bright purple","evocative,wistful,sentimental,progressive,atmospheric",,,/aesthetic_images/gothic/gothic_1.jpg;/aesthetic_images/gothic/gothic_2.jpg;/aesthetic_images/gothic/gothic_3.jpg,,
818,Southern Gothic,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Southern Gothic aesthetic.",1970s,literary,"elegant,retro,rural,modern","refined details,luxurious materials,sophisticated compositions",,"sophisticated,refined,elegant",,,/aesthetic_images/gothic/gothic_1.jpg;/aesthetic_images/gothic/gothic_2.jpg;/aesthetic_images/gothic/gothic_3.jpg,,
819,Soviet Bloc School,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soviet Bloc School aesthetic.",1940s,literary,"atmospheric,digital,rural",,,"evocative,immersive,atmospheric",,,,,
820,Soviet Nostalgia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Soviet Nostalgia aesthetic.",1920s,historical,"pastel,grungy,vintage,nostalgic","soft colors,gentle gradients,light tones,antique objects,retro designs,aged textures","sage green,pastel pink,pastel blue,lavender,sepia,black","wistful,sentimental,nostalgic,grungy,authentic",,,,,
821,Sovietwave,"A wave aesthetic movement characterized by soviet influences, featuring distinctive visual and musical elements.",1940s,literary,"elegant,dark","refined details,luxurious materials,sophisticated compositions,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","sophisticated,brooding,intense,mysterious,refined","Dreamwave,Vaporwave,Retrowave,Synthwave",,,,
822,Spacecore,"A core aesthetic centered around space themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1900s,literary,"digital,rural,retro,grungy",,,"grungy,authentic,raw","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/spacecore/spacecore_1.png;/aesthetic_images/spacecore/spacecore_2.jpg;/aesthetic_images/spacecore/spacecore_3.jpg,,
823,Spanish Golden Age,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Spanish Golden Age aesthetic.",1970s,literary,"vintage,modern,digital","antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia",,,,,,
824,Spy Fiction,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Spy Fiction aesthetic.",pre-1900s,subculture,"minimalist,cute,dark","clean lines,simple forms,negative space,geometric shapes,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,serene,clean,intense,endearing",,,,,
825,St Ives School,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the St Ives School aesthetic.",2020s,music,"minimalist,vintage","album covers,concert visuals,music videos,band imagery,sound equipment,clean lines,simple forms,negative space","cream,dusty rose,sage green,sepia","clean,serene,minimalist",,,,,
826,Stalker,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Stalker aesthetic.",1990s,interior_design,"fantasy,retro,rural,pastel","soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow",,,,,,
827,Stargirl,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Stargirl aesthetic.",2020s,interior_design,"elegant,modern,vibrant,rural","refined details,luxurious materials,sophisticated compositions",,"sophisticated,energetic,vibrant,lively,refined",,,,,
828,Starrflesh,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Starrflesh aesthetic.",1910s,subculture,"modern,elegant,atmospheric","refined details,luxurious materials,sophisticated compositions",,"sophisticated,evocative,atmospheric,immersive,refined",,,,,
829,Steampunk,"A punk-influenced aesthetic that combines steam elements with rebellious, alternative cultural themes and visual styles.",2000s,music,"retro,grungy","album covers,concert visuals,music videos,band imagery,sound equipment","electric blue,metallic silver,hot pink,lime green","grungy,authentic,raw","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/Steampunk/Steampunk_1.jpg; /aesthetic_images/Steampunk/Steampunk_2.jpg; /aesthetic_images/Steampunk/Steampunk_3.webp,,
830,Steelpunk,"A punk-influenced aesthetic that combines steel elements with rebellious, alternative cultural themes and visual styles.",1900s,visual_art,"vintage,modern","antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia",,"Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/punk/punk_1.jpg;/aesthetic_images/punk/punk_2.jpg;/aesthetic_images/punk/punk_3.jpg,,
831,Stellar Scholar,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Stellar Scholar aesthetic.",1980s,fashion,"pastel,retro,natural,vibrant","clothing styles,accessories,textiles,patterns,silhouettes,soft colors,gentle gradients,light tones","neon pink,pastel pink,earth brown,sunset orange,electric blue,pastel blue","energetic,vibrant,lively",,,,,
832,Stilyagi,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Stilyagi aesthetic.",1930s,film,"minimalist,natural,rural,dark","cinematography,set designs,costume design,lighting,visual effects,clean lines,simple forms,negative space","charcoal,earth brown,sunset orange,dark gray,black,forest green","brooding,serene,clean,intense,minimalist",,,,,
833,Stimwave,"A wave aesthetic movement characterized by stim influences, featuring distinctive visual and musical elements.",2020s,architecture,"modern,rural,atmospheric","building designs,structural elements,interior spaces,architectural details",,"evocative,immersive,atmospheric","Dreamwave,Vaporwave,Retrowave,Synthwave",,,,
834,Stonepunk,"A punk-influenced aesthetic that combines stone elements with rebellious, alternative cultural themes and visual styles.",1920s,music,"edgy,vibrant,urban,cute","album covers,concert visuals,music videos,band imagery,sound equipment,city landscapes,street art,concrete structures","asphalt black,concrete gray,brick red,black,deep red,pearl white","rebellious,endearing,charming,energetic,cute","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/punk/punk_1.jpg;/aesthetic_images/punk/punk_2.jpg;/aesthetic_images/punk/punk_3.jpg,,
835,Stoner,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Stoner aesthetic.",2020s,film,"urban,nostalgic","cinematography,set designs,costume design,lighting,visual effects,city landscapes,street art,concrete structures","steel blue,asphalt black,concrete gray,brick red","sentimental,nostalgic,wistful",,,,,
